stream, dataset, path, Emergency, EmittanceScan, 2p0E34+ZeroBias+HLTPhysics, 2p0E34, 1p95E34, 1p9E34, 1p85E34, 1p8E34, 1p6E34, 1p4E34, 2p0E34_OnlyMuons, 2p0E34_NoL1CICADA, Backup1, Backup2, HIon, PRef, seed
DQM, OnlineMonitor, HLT_BTagMu_AK4DiJet20_Mu5_v27, 0, 120, 120, 120, 120, 120, 120, 120, 120, 120, 0, 120, 120, 120, 0, 0, L1_DoubleJet16er2p5_Mu3_dR_Max0p4
DQM, OnlineMonitor, HLT_BTagMu_AK4DiJet40_Mu5_v27, 0, 30, 30, 30, 30, 30, 30, 30, 30, 30, 0, 30, 30, 30, 0, 0, L1_DoubleJet35er2p5_Mu3_dR_Max0p4
DQM, OnlineMonitor, HLT_BTagMu_AK4DiJet70_Mu5_v27, 0, 30, 30, 30, 30, 30, 30, 30, 30, 30, 0, 30, 30, 30, 0, 0, L1_DoubleJet60er2p5_Mu3_dR_Max0p4
DQM, OnlineMonitor, HLT_BTagMu_AK4Jet300_Mu5_v26, 0, 30, 30, 30, 30, 30, 30, 30, 30, 30, 0, 30, 30, 30, 0, 0, L1_SingleJet200
DQM, OnlineMonitor, HLT_BTagMu_AK8DiJet170_Mu5_v23, 0, 60, 60, 60, 60, 60, 60, 60, 60, 60, 0, 60, 60, 60, 0, 0, L1_DoubleJet120er2p5_Mu3_dR_Max0p8
DQM, OnlineMonitor, HLT_BTagMu_AK8Jet170_DoubleMu5_v16, 0, 30, 30, 30, 30, 30, 30, 30, 30, 30, 0, 30, 30, 30, 0, 0, L1_DoubleMu0_dR_Max1p6_Jet90er2p5_dR_Max0p8
DQM, OnlineMonitor, HLT_BTagMu_AK8Jet300_Mu5_v26, 0, 60, 60, 60, 60, 60, 60, 60, 60, 60, 0, 60, 60, 60, 0, 0, L1_SingleJet200
DQM, OnlineMonitor, HLT_CDC_L2cosmic_10_er1p0_v11, 0, 30, 30, 30, 30, 30, 30, 30, 30, 30, 30, 30, 30, 30, 0, 30, L1_CDC_SingleMu_3_er1p2_TOP120_DPHI2p618_3p142
DQM, OnlineMonitor, HLT_CDC_L2cosmic_5p5_er1p0_v11, 0, 90, 90, 90, 90, 90, 90, 90, 90, 90, 90, 90, 90, 90, 0, 30, L1_CDC_SingleMu_3_er1p2_TOP120_DPHI2p618_3p142
DQM, OnlineMonitor, HLT_CaloJet500_NoJetID_v24, 0, 30, 30, 30, 30, 30, 30, 30, 30, 30, 0, 30, 30, 30, 0, 0, L1_SingleJet160er2p5 OR L1_SingleJet180 OR L1_SingleJet200
DQM, OnlineMonitor, HLT_CaloJet550_NoJetID_v19, 0, 30, 30, 30, 30, 30, 30, 30, 30, 30, 0, 30, 30, 30, 0, 0, L1_SingleJet160er2p5 OR L1_SingleJet180 OR L1_SingleJet200
DQM, OnlineMonitor, HLT_CaloMET350_NotCleaned_v16, 0, 30, 30, 30, 30, 30, 30, 30, 30, 30, 0, 30, 30, 30, 0, 0, L1_ETMHF70 OR L1_ETMHF80 OR L1_ETMHF90 OR L1_ETMHF100 OR L1_ETMHF110 OR L1_ETMHF120 OR L1_ETMHF130 OR L1_ETMHF140 OR L1_ETMHF150 OR L1_ETM150 OR L1_ETMHF80_SingleJet55er2p5_dPhi_Min2p1 OR L1_ETMHF80_SingleJet55er2p5_dPhi_Min2p6 OR L1_ETMHF90_SingleJet60er2p5_dPhi_Min2p1 OR L1_ETMHF90_SingleJet60er2p5_dPhi_Min2p6
DQM, OnlineMonitor, HLT_CaloMET60_DTCluster50_v13, 0, 1500, 1500, 1500, 1500, 1500, 1500, 1500, 1500, 1500, 0, 1500, 1500, 1500, 0, 0, L1_ETMHF70 OR L1_ETMHF80 OR L1_ETMHF90 OR L1_ETMHF100 OR L1_ETMHF110 OR L1_ETMHF120 OR L1_ETMHF130 OR L1_ETMHF140 OR L1_ETMHF150 OR L1_ETM150 OR L1_ETMHF80_SingleJet55er2p5_dPhi_Min2p1 OR L1_ETMHF80_SingleJet55er2p5_dPhi_Min2p6 OR L1_ETMHF90_SingleJet60er2p5_dPhi_Min2p1 OR L1_ETMHF90_SingleJet60er2p5_dPhi_Min2p6
DQM, OnlineMonitor, HLT_CaloMET60_DTClusterNoMB1S50_v13, 0, 30, 30, 30, 30, 30, 30, 30, 30, 30, 0, 30, 30, 30, 0, 0, L1_ETMHF70 OR L1_ETMHF80 OR L1_ETMHF90 OR L1_ETMHF100 OR L1_ETMHF110 OR L1_ETMHF120 OR L1_ETMHF130 OR L1_ETMHF140 OR L1_ETMHF150 OR L1_ETM150 OR L1_ETMHF80_SingleJet55er2p5_dPhi_Min2p1 OR L1_ETMHF80_SingleJet55er2p5_dPhi_Min2p6 OR L1_ETMHF90_SingleJet60er2p5_dPhi_Min2p1 OR L1_ETMHF90_SingleJet60er2p5_dPhi_Min2p6
DQM, OnlineMonitor, HLT_CaloMET90_NotCleaned_v16, 0, 3840, 3840, 3840, 3840, 3840, 3840, 3840, 3840, 3840, 0, 3840, 3840, 3840, 0, 0, L1_ETMHF70 OR L1_ETMHF80 OR L1_ETMHF90 OR L1_ETMHF100 OR L1_ETMHF110 OR L1_ETMHF120 OR L1_ETMHF130 OR L1_ETMHF140 OR L1_ETMHF150 OR L1_ETM150 OR L1_ETMHF80_SingleJet55er2p5_dPhi_Min2p1 OR L1_ETMHF80_SingleJet55er2p5_dPhi_Min2p6 OR L1_ETMHF90_SingleJet60er2p5_dPhi_Min2p1 OR L1_ETMHF90_SingleJet60er2p5_dPhi_Min2p6
DQM, OnlineMonitor, HLT_CaloMHT90_v16, 0, 3840, 3840, 3840, 3840, 3840, 3840, 3840, 3840, 3840, 0, 3840, 3840, 3840, 0, 0, L1_ETMHF70 OR L1_ETMHF80 OR L1_ETMHF90 OR L1_ETMHF100 OR L1_ETMHF110 OR L1_ETMHF120 OR L1_ETMHF130 OR L1_ETMHF140 OR L1_ETMHF150 OR L1_ETM150 OR L1_ETMHF80_SingleJet55er2p5_dPhi_Min2p1 OR L1_ETMHF80_SingleJet55er2p5_dPhi_Min2p6 OR L1_ETMHF90_SingleJet60er2p5_dPhi_Min2p1 OR L1_ETMHF90_SingleJet60er2p5_dPhi_Min2p6
DQM, OnlineMonitor, HLT_CascadeMu100_v15, 0, 30, 30, 30, 30, 30, 30, 30, 30, 30, 30, 30, 30, 30, 0, 0, L1_SingleMu22 OR L1_SingleMu25
DQM, OnlineMonitor, HLT_CscCluster50_Photon20Unseeded_v5, 0, 30, 30, 30, 30, 30, 30, 30, 30, 30, 30, 30, 30, 30, 0, 0, L1_SingleMuShower_Nominal OR L1_SingleMuShower_Tight
DQM, OnlineMonitor, HLT_CscCluster50_Photon30Unseeded_v5, 0, 30, 30, 30, 30, 30, 30, 30, 30, 30, 30, 30, 30, 30, 0, 0, L1_SingleMuShower_Nominal OR L1_SingleMuShower_Tight
DQM, OnlineMonitor, HLT_CscCluster_Loose_v11, 0, 30, 30, 30, 30, 30, 30, 30, 30, 30, 30, 30, 30, 30, 0, 0, L1_SingleMuShower_Nominal OR L1_SingleMuShower_Tight
DQM, OnlineMonitor, HLT_CscCluster_Medium_v11, 0, 30, 30, 30, 30, 30, 30, 30, 30, 30, 30, 30, 30, 30, 0, 0, L1_SingleMuShower_Nominal OR L1_SingleMuShower_Tight
DQM, OnlineMonitor, HLT_CscCluster_Tight_v11, 0, 30, 30, 30, 30, 30, 30, 30, 30, 30, 30, 30, 30, 30, 0, 0, L1_SingleMuShower_Nominal OR L1_SingleMuShower_Tight
DQM, OnlineMonitor, HLT_DiEle27_WPTightCaloOnly_L1DoubleEG_v16, 0, 30, 30, 30, 30, 30, 30, 30, 30, 30, 0, 30, 30, 30, 0, 0, L1_SingleLooseIsoEG26er2p5 OR L1_SingleLooseIsoEG26er1p5 OR L1_SingleLooseIsoEG28er2p5 OR L1_SingleLooseIsoEG28er2p1 OR L1_SingleLooseIsoEG28er1p5 OR L1_SingleLooseIsoEG30er2p5 OR L1_SingleLooseIsoEG30er1p5 OR L1_SingleEG26er2p5 OR L1_SingleEG38er2p5 OR L1_SingleEG40er2p5 OR L1_SingleEG42er2p5 OR L1_SingleEG45er2p5 OR L1_SingleEG60 OR L1_SingleEG34er2p5 OR L1_SingleEG36er2p5 OR L1_SingleIsoEG24er2p1 OR L1_SingleIsoEG26er2p1 OR L1_SingleIsoEG28er2p1 OR L1_SingleIsoEG30er2p1 OR L1_SingleIsoEG32er2p1 OR L1_SingleIsoEG26er2p5 OR L1_SingleIsoEG28er2p5 OR L1_SingleIsoEG30er2p5 OR L1_SingleIsoEG32er2p5 OR L1_SingleIsoEG34er2p5 OR L1_DoubleEG_22_10_er2p5 OR L1_DoubleEG_25_12_er2p5 OR L1_DoubleEG_25_14_er2p5
DQM, OnlineMonitor, HLT_DiMu4_Ele9_CaloIdL_TrackIdL_DZ_Mass3p8_v31, 0, 30, 30, 30, 30, 30, 30, 30, 30, 30, 0, 30, 30, 30, 0, 0, L1_DoubleMu4_SQ_EG9er2p5 OR L1_DoubleMu5_SQ_EG9er2p5
DQM, OnlineMonitor, HLT_DiMu9_Ele9_CaloIdL_TrackIdL_DZ_v31, 0, 30, 30, 30, 30, 30, 30, 30, 30, 30, 0, 30, 30, 30, 0, 0, L1_DoubleMu5_SQ_EG9er2p5
DQM, OnlineMonitor, HLT_DiMu9_Ele9_CaloIdL_TrackIdL_v31, 0, 60, 60, 60, 60, 60, 60, 60, 60, 60, 0, 60, 60, 60, 0, 0, L1_DoubleMu5_SQ_EG9er2p5
DQM, OnlineMonitor, HLT_DiPFJetAve100_HFJEC_v31, 0, 30, 30, 30, 30, 30, 30, 30, 30, 30, 0, 30, 30, 30, 0, 0, L1_ZeroBias OR L1_SingleJet60_FWD2p5 OR L1_SingleJet90 OR L1_SingleJet90_FWD2p5
DQM, OnlineMonitor, HLT_DiPFJetAve140_v27, 0, 30, 30, 30, 30, 30, 30, 30, 30, 30, 0, 30, 30, 30, 0, 0, L1_SingleJet90
DQM, OnlineMonitor, HLT_DiPFJetAve160_HFJEC_v30, 0, 30, 30, 30, 30, 30, 30, 30, 30, 30, 0, 30, 30, 30, 0, 0, L1_SingleJet120 OR L1_SingleJet120_FWD2p5
DQM, OnlineMonitor, HLT_DiPFJetAve200_v27, 0, 30, 30, 30, 30, 30, 30, 30, 30, 30, 0, 30, 30, 30, 0, 0, L1_SingleJet120
DQM, OnlineMonitor, HLT_DiPFJetAve220_HFJEC_v30, 0, 240, 240, 240, 240, 240, 240, 240, 240, 240, 0, 240, 240, 240, 0, 0, L1_SingleJet160er2p5 OR L1_SingleJet180 OR L1_SingleJet200
DQM, OnlineMonitor, HLT_DiPFJetAve260_HFJEC_v13, 0, 30, 30, 30, 30, 30, 30, 30, 30, 30, 0, 30, 30, 30, 0, 0, L1_SingleJet160er2p5 OR L1_SingleJet180 OR L1_SingleJet200
DQM, OnlineMonitor, HLT_DiPFJetAve260_v28, 0, 3840, 3840, 3840, 3840, 3840, 3840, 3840, 3840, 3840, 0, 3840, 3840, 3840, 0, 0, L1_SingleJet160er2p5 OR L1_SingleJet180 OR L1_SingleJet200
DQM, OnlineMonitor, HLT_DiPFJetAve300_HFJEC_v30, 0, 30, 30, 30, 30, 30, 30, 30, 30, 30, 0, 30, 30, 30, 0, 0, L1_SingleJet160er2p5 OR L1_SingleJet180 OR L1_SingleJet200
DQM, OnlineMonitor, HLT_DiPFJetAve320_v28, 0, 1440, 1440, 1440, 1440, 1440, 1440, 1440, 1440, 1440, 0, 1440, 1440, 1440, 0, 0, L1_SingleJet160er2p5 OR L1_SingleJet180 OR L1_SingleJet200
DQM, OnlineMonitor, HLT_DiPFJetAve400_v28, 0, 480, 480, 480, 480, 480, 480, 480, 480, 480, 0, 480, 480, 480, 0, 0, L1_SingleJet160er2p5 OR L1_SingleJet180 OR L1_SingleJet200
DQM, OnlineMonitor, HLT_DiPFJetAve40_v28, 0, 480, 480, 480, 480, 480, 480, 480, 480, 480, 0, 480, 480, 480, 0, 0, L1_ZeroBias
DQM, OnlineMonitor, HLT_DiPFJetAve500_v28, 0, 120, 120, 120, 120, 120, 120, 120, 120, 120, 0, 120, 120, 120, 0, 0, L1_SingleJet160er2p5 OR L1_SingleJet180 OR L1_SingleJet200
DQM, OnlineMonitor, HLT_DiPFJetAve60_HFJEC_v29, 0, 30, 30, 30, 30, 30, 30, 30, 30, 30, 0, 30, 30, 30, 0, 0, L1_ZeroBias
DQM, OnlineMonitor, HLT_DiPFJetAve60_v28, 0, 90, 90, 90, 90, 90, 90, 90, 90, 90, 0, 90, 90, 90, 0, 0, L1_ZeroBias
DQM, OnlineMonitor, HLT_DiPFJetAve80_HFJEC_v31, 0, 60, 60, 60, 60, 60, 60, 60, 60, 60, 0, 60, 60, 60, 0, 0, L1_ZeroBias OR L1_SingleJet60_FWD2p5
DQM, OnlineMonitor, HLT_DiPFJetAve80_v28, 0, 30, 30, 30, 30, 30, 30, 30, 30, 30, 0, 30, 30, 30, 0, 0, L1_ZeroBias
DQM, OnlineMonitor, HLT_DiPhoton10Time1ns_v11, 0, 30, 30, 30, 30, 30, 30, 30, 30, 30, 0, 30, 30, 30, 0, 0, L1_Mu6_DoubleEG12er2p5 OR L1_SingleEG10er2p5 OR L1_SingleEG15er2p5 OR L1_SingleEG34er2p5 OR L1_SingleEG36er2p5 OR L1_SingleEG38er2p5 OR L1_SingleEG40er2p5 OR L1_SingleEG42er2p5 OR L1_SingleEG45er2p5 OR L1_SingleEG60 OR L1_DoubleEG_15_10_er2p5 OR L1_DoubleEG_20_10_er2p5 OR L1_DoubleEG_22_10_er2p5 OR L1_DoubleEG_25_12_er2p5 OR L1_DoubleEG_25_14_er2p5 OR L1_DoubleEG_27_14_er2p5 OR L1_DoubleEG_LooseIso22_12_er2p5 OR L1_DoubleEG_LooseIso25_12_er2p5 OR L1_DoubleEG8er2p5_HTT300er OR L1_DoubleEG8er2p5_HTT320er
DQM, OnlineMonitor, HLT_DiPhoton10Time1p2ns_v11, 0, 30, 30, 30, 30, 30, 30, 30, 30, 30, 0, 30, 30, 30, 0, 0, L1_Mu6_DoubleEG12er2p5 OR L1_SingleEG10er2p5 OR L1_SingleEG15er2p5 OR L1_SingleEG34er2p5 OR L1_SingleEG36er2p5 OR L1_SingleEG38er2p5 OR L1_SingleEG40er2p5 OR L1_SingleEG42er2p5 OR L1_SingleEG45er2p5 OR L1_SingleEG60 OR L1_DoubleEG_15_10_er2p5 OR L1_DoubleEG_20_10_er2p5 OR L1_DoubleEG_22_10_er2p5 OR L1_DoubleEG_25_12_er2p5 OR L1_DoubleEG_25_14_er2p5 OR L1_DoubleEG_27_14_er2p5 OR L1_DoubleEG_LooseIso22_12_er2p5 OR L1_DoubleEG_LooseIso25_12_er2p5 OR L1_DoubleEG8er2p5_HTT300er OR L1_DoubleEG8er2p5_HTT320er
DQM, OnlineMonitor, HLT_DiPhoton10Time1p4ns_v11, 0, 30, 30, 30, 30, 30, 30, 30, 30, 30, 0, 30, 30, 30, 0, 0, L1_Mu6_DoubleEG12er2p5 OR L1_SingleEG10er2p5 OR L1_SingleEG15er2p5 OR L1_SingleEG34er2p5 OR L1_SingleEG36er2p5 OR L1_SingleEG38er2p5 OR L1_SingleEG40er2p5 OR L1_SingleEG42er2p5 OR L1_SingleEG45er2p5 OR L1_SingleEG60 OR L1_DoubleEG_15_10_er2p5 OR L1_DoubleEG_20_10_er2p5 OR L1_DoubleEG_22_10_er2p5 OR L1_DoubleEG_25_12_er2p5 OR L1_DoubleEG_25_14_er2p5 OR L1_DoubleEG_27_14_er2p5 OR L1_DoubleEG_LooseIso22_12_er2p5 OR L1_DoubleEG_LooseIso25_12_er2p5 OR L1_DoubleEG8er2p5_HTT300er OR L1_DoubleEG8er2p5_HTT320er
DQM, OnlineMonitor, HLT_DiPhoton10Time1p6ns_v11, 0, 30, 30, 30, 30, 30, 30, 30, 30, 30, 0, 30, 30, 30, 0, 0, L1_Mu6_DoubleEG12er2p5 OR L1_SingleEG10er2p5 OR L1_SingleEG15er2p5 OR L1_SingleEG34er2p5 OR L1_SingleEG36er2p5 OR L1_SingleEG38er2p5 OR L1_SingleEG40er2p5 OR L1_SingleEG42er2p5 OR L1_SingleEG45er2p5 OR L1_SingleEG60 OR L1_DoubleEG_15_10_er2p5 OR L1_DoubleEG_20_10_er2p5 OR L1_DoubleEG_22_10_er2p5 OR L1_DoubleEG_25_12_er2p5 OR L1_DoubleEG_25_14_er2p5 OR L1_DoubleEG_27_14_er2p5 OR L1_DoubleEG_LooseIso22_12_er2p5 OR L1_DoubleEG_LooseIso25_12_er2p5 OR L1_DoubleEG8er2p5_HTT300er OR L1_DoubleEG8er2p5_HTT320er
DQM, OnlineMonitor, HLT_DiPhoton10Time1p8ns_v11, 0, 30, 30, 30, 30, 30, 30, 30, 30, 30, 0, 30, 30, 30, 0, 0, L1_Mu6_DoubleEG12er2p5 OR L1_SingleEG10er2p5 OR L1_SingleEG15er2p5 OR L1_SingleEG34er2p5 OR L1_SingleEG36er2p5 OR L1_SingleEG38er2p5 OR L1_SingleEG40er2p5 OR L1_SingleEG42er2p5 OR L1_SingleEG45er2p5 OR L1_SingleEG60 OR L1_DoubleEG_15_10_er2p5 OR L1_DoubleEG_20_10_er2p5 OR L1_DoubleEG_22_10_er2p5 OR L1_DoubleEG_25_12_er2p5 OR L1_DoubleEG_25_14_er2p5 OR L1_DoubleEG_27_14_er2p5 OR L1_DoubleEG_LooseIso22_12_er2p5 OR L1_DoubleEG_LooseIso25_12_er2p5 OR L1_DoubleEG8er2p5_HTT300er OR L1_DoubleEG8er2p5_HTT320er
DQM, OnlineMonitor, HLT_DiPhoton10Time2ns_v11, 0, 30, 30, 30, 30, 30, 30, 30, 30, 30, 0, 30, 30, 30, 0, 0, L1_Mu6_DoubleEG12er2p5 OR L1_SingleEG10er2p5 OR L1_SingleEG15er2p5 OR L1_SingleEG34er2p5 OR L1_SingleEG36er2p5 OR L1_SingleEG38er2p5 OR L1_SingleEG40er2p5 OR L1_SingleEG42er2p5 OR L1_SingleEG45er2p5 OR L1_SingleEG60 OR L1_DoubleEG_15_10_er2p5 OR L1_DoubleEG_20_10_er2p5 OR L1_DoubleEG_22_10_er2p5 OR L1_DoubleEG_25_12_er2p5 OR L1_DoubleEG_25_14_er2p5 OR L1_DoubleEG_27_14_er2p5 OR L1_DoubleEG_LooseIso22_12_er2p5 OR L1_DoubleEG_LooseIso25_12_er2p5 OR L1_DoubleEG8er2p5_HTT300er OR L1_DoubleEG8er2p5_HTT320er
DQM, OnlineMonitor, HLT_DiPhoton10_CaloIdL_v11, 0, 600000, 600000, 600000, 600000, 600000, 600000, 600000, 600000, 600000, 0, 600000, 600000, 600000, 0, 0, L1_Mu6_DoubleEG12er2p5 OR L1_SingleEG10er2p5 OR L1_SingleEG15er2p5 OR L1_SingleEG34er2p5 OR L1_SingleEG36er2p5 OR L1_SingleEG38er2p5 OR L1_SingleEG40er2p5 OR L1_SingleEG42er2p5 OR L1_SingleEG45er2p5 OR L1_SingleEG60 OR L1_DoubleEG_15_10_er2p5 OR L1_DoubleEG_20_10_er2p5 OR L1_DoubleEG_22_10_er2p5 OR L1_DoubleEG_25_12_er2p5 OR L1_DoubleEG_25_14_er2p5 OR L1_DoubleEG_27_14_er2p5 OR L1_DoubleEG_LooseIso22_12_er2p5 OR L1_DoubleEG_LooseIso25_12_er2p5 OR L1_DoubleEG8er2p5_HTT300er OR L1_DoubleEG8er2p5_HTT320er
DQM, OnlineMonitor, HLT_DiSC30_18_EIso_AND_HE_Mass70_v25, 0, 7680, 7680, 7680, 7680, 7680, 7680, 7680, 7680, 7680, 0, 7680, 7680, 7680, 0, 0, L1_SingleIsoEG30er2p5 OR L1_SingleIsoEG28er2p5 OR L1_SingleIsoEG28er2p1 OR L1_SingleEG34er2p5 OR L1_SingleEG36er2p5 OR L1_SingleEG38er2p5 OR L1_SingleEG40er2p5 OR L1_SingleEG42er2p5 OR L1_SingleEG45er2p5 OR L1_SingleEG60 OR L1_SingleIsoEG30er2p1 OR L1_SingleIsoEG32er2p1 OR L1_SingleIsoEG34er2p5 OR L1_DoubleEG_22_10_er2p5 OR L1_DoubleEG_25_14_er2p5 OR L1_DoubleEG_25_12_er2p5 OR L1_SingleJet160er2p5 OR L1_SingleJet180 OR L1_SingleJet200 OR L1_SingleTau120er2p1 OR L1_SingleTau130er2p1
DQM, OnlineMonitor, HLT_Dielectron12_5_EBEB_TightID_ECALTrackIsoDr0p2_v2, 0, 30, 30, 30, 30, 30, 30, 30, 30, 30, 0, 30, 30, 30, 0, 0, L1_DoubleEG15_11_er1p2_dR_Max0p6 OR L1_DoubleEG16_11_er1p2_dR_Max0p6 OR L1_DoubleEG17_11_er1p2_dR_Max0p6 OR L1_DoubleEG15_er1p5_dEta_Max1p5 OR L1_DoubleEG16_er1p5_dEta_Max1p5 OR L1_DoubleEG17_er1p5_dEta_Max1p5 OR L1_DoubleEG_15_10_er2p5 OR L1_DoubleEG_LooseIso20_LooseIso12_er1p5 OR L1_SingleLooseIsoEG26er2p5 OR L1_SingleLooseIsoEG26er1p5 OR L1_SingleLooseIsoEG28er2p5 OR L1_SingleLooseIsoEG28er2p1 OR L1_SingleLooseIsoEG28er1p5 OR L1_SingleLooseIsoEG30er2p5 OR L1_SingleLooseIsoEG30er1p5 OR L1_SingleEG26er2p5 OR L1_SingleEG38er2p5 OR L1_SingleEG40er2p5 OR L1_SingleEG42er2p5 OR L1_SingleEG45er2p5 OR L1_SingleEG60 OR L1_SingleEG34er2p5 OR L1_SingleEG36er2p5 OR L1_SingleIsoEG24er2p1 OR L1_SingleIsoEG26er2p1 OR L1_SingleIsoEG28er2p1 OR L1_SingleIsoEG30er2p1 OR L1_SingleIsoEG32er2p1 OR L1_SingleIsoEG26er2p5 OR L1_SingleIsoEG28er2p5 OR L1_SingleIsoEG30er2p5 OR L1_SingleIsoEG32er2p5 OR L1_SingleIsoEG34er2p5 OR L1_DoubleEG_22_10_er2p5 OR L1_DoubleEG_25_12_er2p5 OR L1_DoubleEG_25_14_er2p5
DQM, OnlineMonitor, HLT_Dielectron12_5_EBEB_TightID_ECALTrackIsoDr0p2to0p4_v2, 0, 30, 30, 30, 30, 30, 30, 30, 30, 30, 0, 30, 30, 30, 0, 0, L1_DoubleEG15_11_er1p2_dR_Max0p6 OR L1_DoubleEG16_11_er1p2_dR_Max0p6 OR L1_DoubleEG17_11_er1p2_dR_Max0p6 OR L1_DoubleEG15_er1p5_dEta_Max1p5 OR L1_DoubleEG16_er1p5_dEta_Max1p5 OR L1_DoubleEG17_er1p5_dEta_Max1p5 OR L1_DoubleEG_15_10_er2p5 OR L1_DoubleEG_LooseIso20_LooseIso12_er1p5 OR L1_SingleLooseIsoEG26er2p5 OR L1_SingleLooseIsoEG26er1p5 OR L1_SingleLooseIsoEG28er2p5 OR L1_SingleLooseIsoEG28er2p1 OR L1_SingleLooseIsoEG28er1p5 OR L1_SingleLooseIsoEG30er2p5 OR L1_SingleLooseIsoEG30er1p5 OR L1_SingleEG26er2p5 OR L1_SingleEG38er2p5 OR L1_SingleEG40er2p5 OR L1_SingleEG42er2p5 OR L1_SingleEG45er2p5 OR L1_SingleEG60 OR L1_SingleEG34er2p5 OR L1_SingleEG36er2p5 OR L1_SingleIsoEG24er2p1 OR L1_SingleIsoEG26er2p1 OR L1_SingleIsoEG28er2p1 OR L1_SingleIsoEG30er2p1 OR L1_SingleIsoEG32er2p1 OR L1_SingleIsoEG26er2p5 OR L1_SingleIsoEG28er2p5 OR L1_SingleIsoEG30er2p5 OR L1_SingleIsoEG32er2p5 OR L1_SingleIsoEG34er2p5 OR L1_DoubleEG_22_10_er2p5 OR L1_DoubleEG_25_12_er2p5 OR L1_DoubleEG_25_14_er2p5
DQM, OnlineMonitor, HLT_Dimuon0_Jpsi3p5_Muon2_v19, 0, 30, 30, 30, 30, 30, 30, 30, 30, 30, 30, 30, 30, 30, 0, 0, L1_TripleMu_5SQ_3SQ_0OQ_DoubleMu_5_3_SQ_OS_Mass_Max9 OR L1_TripleMu_5SQ_3SQ_0_DoubleMu_5_3_SQ_OS_Mass_Max9
DQM, OnlineMonitor, HLT_Dimuon0_Jpsi_L1_4R_0er1p5R_v21, 0, 9000, 9000, 9000, 9000, 9000, 9000, 9000, 9000, 9000, 9000, 9000, 9000, 9000, 0, 0, L1_DoubleMu0er1p5_SQ_OS_dR_Max1p4 OR L1_DoubleMu0er1p4_SQ_OS_dR_Max1p4 OR L1_DoubleMu4p5_SQ_OS_dR_Max1p2 OR L1_DoubleMu4_SQ_OS_dR_Max1p2
DQM, OnlineMonitor, HLT_Dimuon0_Jpsi_L1_NoOS_v21, 0, 30, 30, 30, 30, 30, 30, 30, 30, 30, 30, 30, 30, 30, 0, 0, L1_DoubleMu0_SQ
DQM, OnlineMonitor, HLT_Dimuon0_Jpsi_NoVertexing_L1_4R_0er1p5R_v21, 0, 9000, 9000, 9000, 9000, 9000, 9000, 9000, 9000, 9000, 9000, 9000, 9000, 9000, 0, 0, L1_DoubleMu0er1p5_SQ_OS_dR_Max1p4 OR L1_DoubleMu0er1p4_SQ_OS_dR_Max1p4 OR L1_DoubleMu4p5_SQ_OS_dR_Max1p2 OR L1_DoubleMu4_SQ_OS_dR_Max1p2
DQM, OnlineMonitor, HLT_Dimuon0_Jpsi_NoVertexing_NoOS_v21, 0, 30, 30, 30, 30, 30, 30, 30, 30, 30, 30, 30, 30, 30, 0, 0, L1_DoubleMu0_SQ
DQM, OnlineMonitor, HLT_Dimuon0_Jpsi_NoVertexing_v22, 0, 30, 30, 30, 30, 30, 30, 30, 30, 30, 30, 30, 30, 30, 0, 0, L1_DoubleMu0_SQ_OS OR L1_DoubleMu0_SQ
DQM, OnlineMonitor, HLT_Dimuon0_Jpsi_v22, 0, 240, 240, 240, 240, 240, 240, 240, 240, 240, 240, 240, 240, 240, 0, 0, L1_DoubleMu0_SQ_OS OR L1_DoubleMu0_SQ
DQM, OnlineMonitor, HLT_Dimuon0_LowMass_L1_0er1p5_v22, 0, 30, 30, 30, 30, 30, 30, 30, 30, 30, 30, 30, 30, 30, 0, 0, L1_DoubleMu0er1p5_SQ_OS OR L1_DoubleMu0_SQ
DQM, OnlineMonitor, HLT_Dimuon0_LowMass_L1_4_v22, 0, 30, 30, 30, 30, 30, 30, 30, 30, 30, 30, 30, 30, 30, 0, 0, L1_DoubleMu4_SQ_OS OR L1_DoubleMu0_SQ
DQM, OnlineMonitor, HLT_Dimuon0_LowMass_L1_TM530_v20, 0, 300, 300, 300, 300, 300, 300, 300, 300, 300, 300, 300, 300, 300, 0, 0, L1_TripleMu_5SQ_3SQ_0OQ
DQM, OnlineMonitor, HLT_Dimuon0_LowMass_v22, 0, 60, 60, 60, 60, 60, 60, 60, 60, 60, 60, 60, 60, 60, 0, 0, L1_DoubleMu0_SQ_OS OR L1_DoubleMu0_SQ
DQM, OnlineMonitor, HLT_Dimuon0_Upsilon_L1_4p5_v23, 0, 30, 30, 30, 30, 30, 30, 30, 30, 30, 30, 30, 30, 30, 0, 0, L1_DoubleMu4p5_SQ_OS
DQM, OnlineMonitor, HLT_Dimuon0_Upsilon_L1_4p5er2p0M_v21, 0, 5400, 5400, 5400, 5400, 5400, 5400, 5400, 5400, 5400, 5400, 5400, 5400, 5400, 0, 0, L1_DoubleMu4p5er2p0_SQ_OS_Mass_Min7 OR L1_DoubleMu4p5er2p0_SQ_OS_Mass_7to18
DQM, OnlineMonitor, HLT_Dimuon0_Upsilon_L1_4p5er2p0_v23, 0, 30, 30, 30, 30, 30, 30, 30, 30, 30, 30, 30, 30, 30, 0, 0, L1_DoubleMu4p5er2p0_SQ_OS OR L1_DoubleMu4p5_SQ_OS
